"The Monument to Multiculturalism in Toronto, Canada",False
" Four identical sculptures are located in Buffalo City, South Africa; in Changchun, China; in Sarajevo, Bosnia and in Sydney, Australia",False
"The term multiculturalism has a range of meanings within the contexts of sociology, of political philosophy, and of colloquial use",False
 Groups associated with an aboriginal or autochthonous ethnic group and foreigner ethnic groups are often the focus,False
 On a smaller scale this can occur artificially when a jurisdiction is established or expanded by amalgamating areas with two or more different cultures (e.g French Canada and English Canada),False
" It has been described as a ""salad bowl"" and as a ""cultural mosaic"" -- in contrast to a melting pot",False
Most debates over multiculturalism center around whether or not multiculturalism is the appropriate way to deal with diversity and immigrant integration,False
"The term multiculturalism is most often used in reference to Western nation-states, which had seemingly achieved a de facto single national identity during the 18th and/or 19th centuries",False
" Multiculturalism has been official policy in several Western nations since the 1970s, for reasons that varied from country to country, including the fact that many of the great cities of the Western world are increasingly made of a mosaic of cultures",False
 It was quickly adopted as official policy by most member-states of the European Union,False
"[unreliable source?] A similar reversal is the subject of debate in the United Kingdom, among others, due to evidence of incipient segregation and anxieties over ""home-grown"" terrorism",False
" Several heads-of-state or heads-of-government have expressed doubts about the success of multicultural policies: The United Kingdom's ex-Prime Minister David Cameron, German Chancellor Angela Merkel, Australia's ex-prime minister John Howard, Spanish ex-prime minister Jose Maria Aznar and French ex-president Nicolas Sarkozy have voiced concerns about the effectiveness of their multicultural policies for integrating immigrants",False
"Many nation-states in Africa, Asia, and the Americas are culturally diverse and are 'multicultural' in a descriptive sense",False
" In some, communalism is a major political issue",False
 The contact hypothesis in sociology is a well documented phenomenon in which cooperative interactions with those from a different group than one's own reduce prejudice and inter-group hostility,False
Harvard professor of political science Robert D.  Putnam conducted a nearly decade-long study on how multiculturalism affects social trust,False
" People in diverse communities ""don’t trust the local mayor, they don’t trust the local paper, they don’t trust other people and they don’t trust institutions,"" writes Putnam",False
 We act like turtles,False
 The effect of diversity is worse than had been imagined,False
" In diverse communities, we don’t trust people who do look like us.",False
 I think in the long run we'll all be better,False
 Moscow beggars receive more gifts from fellow ethnics than from other ethnies [sic],False
" The skin of one thigh was reserved to be fashioned into a face-mask for the man impersonating Centeotl, Young Lord Maize Cob, the son of Toci",False
"In New Zealand (Aotearoa), which is officially bi-cultural, multiculturalism has been seen as a threat to the Maori, and possibly an attempt by the New Zealand Government to undermine Maori demands for self determination",False
Bolivia is a diverse country made up of 36 different types of indigenous groups,False
" Over 62% of Bolivia's population falls into these different ingenious groups, making it the most indigenous country in Latin America",False
 Out of the indigenous groups the Aymara and the Quechua are the largest,False
" The latter 30% of the population is apart of the mestizo, which are a people mixed with European and indigenous ancestry",False
 Bolivia's political administrations have endorsed multicultural politics and in 2009 Bolivia's Constitution was inscribed with multicultural principles,False
" Bolivian culture is celebrated across the country and has heavy influences from the Aymara, the Quechua, the Spanish, and other popular cultures from around Latin America",False
"House with elements of people from different countries, including Russians and Germans, in Carambeí, south of the country, a city of Dutch majority
The Americas have been known to be some of the most multicultural geographical locations, as many of the times there is a diversity of language, religion, and ethnicities present",False
 Brazil is a controversial country when is comes to defining a multicultural country,False
" There is a multicultural presence within in this city, and this is prevalent throughout Brazil",False
 There has been an increase of awareness of anti-blackness and they are actively finding ways to combat racism in Brazil,False
Multiculturalism (a Just Society) was adopted as the official policy of the Canadian government during the premiership of Pierre Elliott Trudeau in the 1970s and 1980s,False
 Multiculturalism is reflected in the law through the Canadian Multiculturalism Act and section 27 of the Canadian Charter of Rights and Freedoms,False
 The Broadcasting Act of 1991 asserts the Canadian broadcasting system should reflect the diversity of cultures in the country,False
" Canadian multiculturalism is looked upon with admiration outside the country, resulting in the Canadian public dismissing most critics of the concept",False
 Many public and private groups in Canada work to support both multiculturalism and recent immigrants to Canada,False
Mexico has historically always been a multicultural country,False
" After the betrayal of Hernan Cortes to the Aztecs, the Spanish conquered the Aztec Empire and colonized indigenous people",False
" They influenced the indigenous' religion, politics, culture and ethnicity",False
" In today's world ""Mestizo"" has become an umbrella term to those that are non-indigenous, which would include Asian Mexicans and Afro-Mexicans",False
"Mexico City has recently been integrating rapidly, doing much better than many cities in a sample conducted by the Intercultural Cities Index (being the only non-European city, alongside Montreal, on the index)",False
 Mexico is an ethnically diverse country with a population composed of approximately 123 million in 2017,False
" There is a wide variety of ethnic groups, the major group being Mestizos followed by Indigenous Mexicans",False
"From the year 2000 to 2010, the number of people in Mexico that were born in another country doubled, reaching an amount of 961,121 people",False
 Mostly coming from Guatemala and the United States,False
" Mexico is quickly becoming a melting pot, with many immigrants coming into the country",False
" It is considered to be a cradle of civilization, which influences their multiculturalism and diversity, by having different civilizations influence them",False
"Peru is an exemplary country of multiculturalism, in 2016 the INEI reported a total population of 31 million people",False
" They share their borders with Ecuador, Colombia, Brazil and Bolivia, and have welcomed many immigrants into their country creating a diverse community",False
" After slavery was no longer permitted in Peru, African-Peruvians and Asian-Peruvians have contributed to Peruvian culture in many ways",False
" Today, Amerindians make up 45% of the population, mestizos 37%, white 15% and 3% is composed by Black, Chinese, and others",False
" In 1821, Peru's president Jose de San Martin gave foreigners the freedom to start industries in Peru's ground, 2 years after, foreigners that lived in Peru for more than 5 years were considered naturalized citizens, which then decreased to 3 years",False
" Which attracted Italians, Portuguese, French and German people in look for some guano for their crops",False
Continuous mass immigration was a feature of the United States economy and society since the first half of the 19th century,False
" The absorption of the stream of immigrants became, in itself, a prominent feature of America's national myth",False
 The idea of the melting pot is a metaphor that implies that all the immigrant cultures are mixed and amalgamated without state intervention,False
" An Americanized (and often stereotypical) version of the original nation's cuisine, and its holidays, survived",False
"The melting pot tradition co-exists with a belief in national unity, dating from the American founding fathers:
Providence has been pleased to give this one connected country to one united people – a people descended from the same ancestors, speaking the same language, professing the same religion, attached to the same principles of government, very similar in their manners and customs",False
Staff of President Clinton's One America Initiative,False
 The President's Initiative on Race was a critical element in President Clinton's effort to prepare the country to embrace diversity,False
 It was partly in response to a new wave of European imperialism in sub-Saharan Africa and the massive immigration of Southern and Eastern Europeans to the United States and Latin America,False
" In Pluralistic Universe (1909), William James espoused the idea of a ""plural society",False
 Studies estimated 46 million Americans ages 14 to 24 to be the most diverse generation in American society,False
" In 2009 and 2010, controversy erupted in Texas as the state's curriculum committee made several changes to the state's requirements, often at the expense of minorities",False
" They chose to juxtapose Abraham Lincoln's inaugural address with that of Confederate president Jefferson Davis; they debated removing Supreme Court Justice Thurgood Marshall and labor-leader Cesar Chavez and rejected calls to include more Hispanic figures, in spite of the high Hispanic population in the state",False
" The greater the diversity, the fewer people voted, the less they volunteered for community projects and trust among neighbours was only half that of homogenous communities",False
"Venezuela is the home to a variety of ethnic groups, with an estimated population of 32 million",False
" Their population is composed of approximately 68% Mestizo, which means of mixed race",False
" Venezuelan culture is mainly composed by the mixture of their indigenous people, Spanish and African",False
" There was a heavy influence of Spaniard culture due to the Spanish Conquest, which influence their religion, language, traditions",False
" African influence can be seen on their music, with the drum usage",False
"The European Union is facing unprecedented demographic changes (an aging population, low birth rates, changing family structures and migration)",False
" According to the European Commission, it is important, both at EU and national level, to review and adapt existing policies",False
" Following a public debate, a 2006 EU policy paper identified five key policy responses to manage demographic change, among them receiving and integrating migrants into Europe",False
"In the nineteenth century, the ideology of nationalism transformed the way Europeans thought about the state",False
"Where cultural unity was insufficient, it was encouraged and enforced by the state",False
 The nineteenth century nation-states developed an array of policies – the most important was compulsory primary education in the national language,False
" The language itself was often standardised by a linguistic academy, and regional languages were ignored or suppressed",False
 Some nation-states pursued violent policies of cultural assimilation and even ethnic cleansing,False
" The policies include:
Other countries have instituted policies which encourage cultural separation",False
" The concept of ""Cultural exception"" proposed by France in the General Agreement on Tariffs and Trade (GATT) negotiations in 1993 was an example of a measure aimed at protecting local cultures",False
"Since its establishment in the seventh century, Bulgaria has hosted many religions, ethnic groups and nations",False
" The capital city Sofia is the only European city that has peacefully functioning, within walking distance of 300 metres, four Places of worship of the major religions: Eastern Orthodox (St Nedelya Church), Islam (Banya Bashi Mosque), Roman Catholicism (St",False
" Its largest ethnic minority groups, Turks and Roma, enjoy wide political representation",False
" In 1984, following a campaign by the Communist regime for a forcible change of the Islamic names of the Turkish minority, an underground organisation called «National Liberation Movement of the Turks in Bulgaria» was formed which headed the Turkish community's opposition movement",False
" On 4 January 1990, the activists of the movement registered an organisation with the legal name «Movement for Rights and Freedom» (MRF) (in Bulgarian: Движение за права и свободи: in Turkish: Hak ve Özgürlükler Hareketi) in the Bulgarian city of Varna",False
" At the moment of registration, it had 33 members, at present, according to the organisation's website, 68,000 members plus 24,000 in the organisation's youth wing ",False
" In 2012, Bulgarian Turks were represented at every level of government: local, with MRF having mayors in 35 municipalities, at parliamentary level with MRF having 38 deputies (14% of the votes in Parliamentary elections for 2009–13) and at executive level, where there is one Turkish minister, Vezhdi Rashidov",False
 21 Roma political organisations were founded between 1997-2003 in Bulgaria,False
" This has added to a growing debate within Germany on the levels of immigration, its effect on Germany and the degree to which Muslim immigrants have integrated into German society",False
"Luxembourg has one of the highest foreign-born populations in Europe, foreigners account for nearly half of the country's total population",False
" The majority of foreigners are from: Belgium, France, Italy, Germany, and Portugal",False
" In total, 170 different nationalities make up the population of Luxembourg, out of this; 86% are of European descent",False
" The official languages of Luxembourg are German, French, and Luxembourgish all of which are supported in the Luxembourg government and education system",False
" In 2005, Luxembourg officially promoted and implemented the objectives of the UNESCO Convention on the Protection and Promotion of the Diversity of Cultural Expressions",False
 This Convention affirms multicultural policies in Luxembourg and creates political awareness of cultural diversity,False
Multiculturalism in the Netherlands began with major increases in immigration to the Netherlands during the mid-1950s and 1960s,False
This policy subsequently gave way to more assimilationist policies in the 1990s,False
Following the 11 september 2001 terror attacks on New York in the United States and the murders of Pim Fortuyn (in 2002) and Theo van Gogh (in 2004) there was increased political debate on the role of multiculturalism in the Netherlands,False
" In June 2011, the First Rutte cabinet said the Netherlands would turn away from multiculturalism: ""Dutch culture, norms and values must be dominant"" Minister Donner said",False
"Multiculturalism in Scandinavia has centered on discussions about marriage, dress, religious schools, Muslim funeral rites and gender equality",False
"Despite differing approaches by the three countries with Sweden being the most permissive and Denmark the most restrictive, all three countries have, according to right-wing politicians failed to integrate minorities and have similar levels of unemployment among minorities",False
This section has multiple issues,False
 Please help improve it or discuss these issues on the talk page,False
This article contains weasel words: vague phrasing that often accompanies biased or unverifiable information,False
 Such statements should be clarified or removed,False
The neutrality of this article is disputed,False
 Relevant discussion may be found on the talk page,False
 Please do not remove this message until conditions to do so are met,False
"In 2001, Denmark received a liberal-conservative government which was supported by the Danish People's Party which instituted a policy less pluralistic and more geared towards assimilation",False
"This unique arrangement has been called by historians a ""multicultural cliche""",False
 This assumption was disproved by a 2019 report by the Danish Immigration Service and the Ministry of Education,False
 Thereby the process of integration has to start from the beginning for each generation,False
Multiculturalism was the subject of public debate in the 1990s when the children of the first generation of immigrants became adults and cultural practices such as honor culture and forced marriages became more visible,False
" The debates during the period, were less marked by cultural sensitivity compared to 2017",False
Sweden was the first country to adopt an official policy of multiculturalism in Europe,False
" In May 1975, a unanimous Swedish parliament passed an act on a new multiculturalist immigrant and ethnic minority policy put forward by the social democratic government, that explicitly rejected the ideal ethnic homogeneity and the policy of assimilation",False
" The three main principles of the new policy were equality, partnership and freedom of choice",False
