"In reference to sociology, multiculturalism is the end-state of either a natural or artificial process (for example: legally-controlled immigration) and occurs on either a large national scale or on a smaller scale within a nation's communities",['either', 'for example', '(E|e)(ither).+?(or)']
" On a large scale, it can occur as a result of either legal or illegal migration to and from different jurisdictions around the world (for example, Anglo-Saxon settlement of Britain by Angles, Saxons and Jutes in the 5th century or the colonization of the Americas by Europeans, Africans and Asians since the 16th century)",['as a result', 'either', 'as', 'for example', '(E|e)(ither).+?(or)']
"Multiculturalism as a political philosophy involves ideologies and policies which vary widely",['as']
"In the political philosophy of multiculturalism, ideas are focused on the ways in which societies are either believed to or should, respond to cultural and religious differences",['either', '(E|e)(ither).+?(or)']
" It is also a matter of economic interests and political power",['also']
" In more recent times political multiculturalist ideologies have been expanding in their use to include and define disadvantaged groups such as African Americans, LGBT, with arguments often focusing on ethnic and religious minorities, minority nations, indigenous peoples and even the disabled",['as']
" It is within this context in which the term is most commonly understood and the broadness and scope of the definition, as well as its practical use, has been the subject of serious debate",['most + [a-z]*ly', 'as', 'as well']
" The arguments regarding the perceived rights to a multicultural education include the proposition that it acts as a way to demand recognition of aspects of a group's culture subordination and its entire experience in contrast to a melting pot or non-multicultural societies",['as']
"The Canadian government has often been described as the instigator of multicultural ideology because of its public emphasis on the social importance of immigration",['because']
" The Canadian Royal Commission on Bilingualism and Biculturalism is often referred to as the origins of modern political awareness of multiculturalism",['as']
" In the Western English-speaking countries, multiculturalism as an official national policy started in Canada in 1971, followed by Australia in 1973 where it is maintained today",['as']
" Recently, right-of-center governments in several European states – notably the Netherlands and Denmark – have reversed the national policy and returned to an official monoculturalism",['notably']
"The policies adopted by these states often have parallels with multiculturalist policies in the Western world, but the historical background is different, and the goal may be a mono-cultural or mono-ethnic nation-building – for instance in the Malaysian government's attempt to create a 'Malaysian race' by 2020",['for instance', 'but']
"People of Indian origin have been able to achieve a high demographic profile in India Square, Jersey City, New Jersey, US, known as Little Bombay, home to the highest concentration of Asian Indians in the Western Hemisphere and one of at least 24 enclaves characterized as a Little India which have emerged within the New York City Metropolitan Area, with the largest metropolitan Indian population outside Asia, as large-scale immigration from India continues into New York, through the support of the surrounding community",['as']
"Multiculturalism is seen by its supporters as a fairer system that allows people to truly express who they are within a society, that is more tolerant and that adapts better to social issues",['that is', 'as']
" They argue that culture is not one definable thing based on one race or religion, but rather the result of multiple factors that change as the world changes",['that', 'but']
" As this history shows, multiculturalism in Western countries was seen to combat racism, to protect minority communities of all types, and to undo policies that had prevented minorities from having full access to the opportunities for freedom and equality promised by the liberalism that has been the hallmark of Western societies since the Age of Enlightenment",['as']
"While there is research that suggests that ethnic diversity increases chances of war, lower public goods provision and decreases democratization, there is also research that shows that ethnic diversity in itself is not detrimental to peace, public goods provision or democracy",['while', 'also']
" Rather, it was found that promoting diversity actually helps in advancing disadvantaged students",['that', 'actually']
" A 2018 study in the American Political Science Review cast doubts on findings that ethnoracial homogeneity led to greater public goods provision",['that']
" A 2015 study in the American Journal of Sociology challenged past research showing that racial diversity adversely affected trust",['that']
" Wikidata also suggests that "the world is complicated and there is no single truth–especially in a knowledge base that is supposed to serve many cultures",['that is', 'that', 'also']
"The Wikimedia Foundation suggests that "diversity of perspectives is crucial to increasing the quality of the free knowledge resources that [their] movement provides",['that']
" It is argued that nation states, who would previously have been synonymous with a distinctive cultural identity of their own, lose out to enforced multiculturalism and that this ultimately erodes the host nations' distinct culture",['that']
" He surveyed 26,200 people in 40 American communities, finding that when the data were adjusted for class, income and other factors, the more racially diverse a community is, the greater the loss of trust",['more + [a-z]*ly', 'that']
" And it’s not just that we don’t trust people who are not like us",['that']
"Putnam has also stated",['also']
" Case studies of the United States, Africa and South-East Asia find that multi-ethnic societies are less charitable and less able to cooperate to develop public infrastructure",['that']
" A recent multi-city study of municipal spending on public goods in the United States found that ethnically or racially diverse cities spend a smaller portion of their budgets and less per capita on public services than do the more homogeneous cities",['that']
"Dick Lamm, former three-term Democratic governor of the US state of Colorado, wrote in his essay "I have a plan to destroy America":
Diverse peoples worldwide are mostly engaged in hating each other—that is, when they are not killing each other",['that is']
" A diverse, peaceful, or stable society is against most historical precedent",['against']
" The Australian historian Keith Windschuttle cited the accounts of his fellow Australian historian Inga Clendinnen of the festival of Ochpaniztli where to honor the Maize Lord a young woman was sacrificed by ripping out her heart so the crops might grow:
Then, still in darkness, silence, and urgent haste, her body was flayed, and a naked priest, a 'very strong man, very powerful, very tall', struggled into the wet skin, with its slack breasts and pouched genitalia: a double nakedness of layered, ambiguous sexuality",['so', 'still']
"Windschuttle argued that the gruesome religion of the Aztecs that required that dozens of young people be sacrificed and eaten every day so that the sun might rise the next day and hundreds of people sacrificed for major holidays as proving that multiculturalism is a facile doctrine that requires Westerners to respect Aztec religion as equal to any other religion",['as', 'so that']
" The American classicist Victor Davis Hanson used the perceived differences in "rationality" between Moctezuma and Cortés to argue that Western culture was superior to every culture in the entire world, which thus led him to reject multiculturalism as a false doctrine that placed all cultures on an equal footing",['that']
"Though not called Multiculturalism as such, the preamble of Argentina's constitution explicitly promotes immigration, and recognizes the individual's multiple citizenship from other countries",['as', 'though']
" Though 97% of Argentina's population self-identify as of European descent to this day a high level of multiculturalism remains a feature of Argentina's culture, allowing foreign festivals and holidays (e.g  Saint Patrick's Day), supporting all kinds of art or cultural expression from ethnic groups, as well as their diffusion through an important multicultural presence in the media; for instance it is not uncommon to find newspapers or radio programs in English, German, Italian, French or Portuguese in Argentina",['for instance', 'as', 'as well', 'though']
" The Constitution of Bolivia recognizes 36 official languages besides Spanish, each language has its own culture and indigenous group",['besides']
" The South American country Brazil can also acclaim multiculturalism, and has undergone many changes in the past few decades",['also']
" There are two views: the Harvard Institute of Economic Research states that Brazil has an intersection of many cultures because of recent migration, while the Pew Research Center state that Brazil is culturally diverse but the majority of the country speaks Portuguese",['while', 'that', 'because', 'but']
"With cities such as São Paulo, who are seen to be home to many migrants from Japan, Italy, Lebanon and Portugal",['as']
" Furthermore, Brazil is a country who has made great strides to embrace migrant cultures, and with its increase of African descent people they have made changes to become more aware and welcoming",['furthermore']
" Multiculturalism in Canada is often looked at as one of Canada's significant accomplishments, and a key distinguishing element of Canadian identity",['as']
" He explained that the experience of Canadian governance—its commitment to pluralism and its support for the rich multicultural diversity of its people—is something that must be shared and would be of benefit to all societies in other parts of the world",['that']
" The Economist ran a cover story in 2016 praising Canada as the most successful multicultural society in the West",['as']
" The Economist argued that Canada's multiculturalism was a source of strength that united the diverse population and by attracting immigrants from around the world was also an engine of economic growth as well",['that', 'also', 'as well']
" In an effort to support recent Filipino immigrants to Alberta, for example, one school board partnered with a local university and an immigration agency to support these new families in their school and community ",['for example']
" The Spanish opened schools in which they taught Christianity, and the Spanish language which it eventually surpassed the indigenous dialects and languages, making it the most spoken language in Mexico",['eventually']
" Mestizo was also born from the conquest, which meant being half-Indigenous and half-Spanish",['also']
" There are many other ethnic groups such as Arab Mexicans, Afro-Mexicans, Asian Mexicans and White Mexicans",['as']
" A distinguishable trait of Mexico's culture is the mestizaje of its people, which caused the combination of Spanish influence, their indigenous roots while also adapting the culture traditions from their immigrants",['while', 'also']
"Peru is the home to Amerindians but after the Spanish Conquest, the Spanish brought African, and Asian people as slaves to Peru creating a mix of ethnic groups",['but']
"In the United States, multiculturalism is not clearly established in policy at the federal level, but ethnic diversity is common in both rural and urban areas",['but', 'clearly']
" The melting pot theory implied that each individual immigrant, and each group of immigrants, assimilated into American society at their own pace",['that']
" This is different than multiculturalism as defined above, which does not include complete assimilation and integration",['as']
"Canadian society is often depicted as being "very progressive, diverse, and multicultural"",['as']
" This country and this people seem to have been made for each other, and it appears as if it was the design of Providence, that an inheritance so proper and convenient for a band of brethren, united to each other by the strongest ties, should never be split into a number of unsocial, jealous, and alien sovereignties",['if', 'that', 'as']
"As a philosophy, multiculturalism began as part of the pragmatism movement at the end of the nineteenth century in Europe and the United States, then as political and cultural pluralism at the turn of the twentieth",['as']
" Philosophers, psychologists and historians and early sociologists such as Charles Sanders Peirce, William James, George Santayana, Horace Kallen, John Dewey, W.E.B  Du Bois and Alain Locke developed concepts of cultural pluralism, from which emerged what we understand today as multiculturalism",['as']
"James saw pluralism as "crucial to the formation of philosophical and social humanism to help build a better, more egalitarian society",['as']
"The educational approach to multiculturalism has since spread to the grade school system, as school systems try to rework their curricula to introduce students to diversity earlier – often on the grounds that it is important for minority students to see themselves represented in the classroom",['since', 'that', 'on the grounds that']
"In a 2007 study by Robert Putnam encompassing 30,000 people across the US found that diversity had a negative effect on civic engagement",['that']
" While Spanish is Venezuela's main language, there is more than 40 indigenous languages spoken til this day",['while']
"Historically, Europe has always been a mixture of Latin, Slavic, Germanic, Uralic, Celtic, Hellenic, Illyrian, Thracian and other cultures influenced by the importation of Jewish, Christian, Muslim and other belief systems; although the continent was supposedly unified by the super-position of Imperial Roman Christianity, it is accepted that geographic and cultural differences continued from antiquity into the modern age",['that', 'although']
" Existing states were broken up and new ones created; the new nation-states were founded on the principle that each nation is entitled to its own sovereignty and to engender, protect, and preserve its own unique culture and history",['that']
" Unity, under this ideology, is seen as an essential feature of the nation and the nation-state; unity of descent, unity of culture, unity of language, and often unity of religion",['as']
" The nation-state constitutes a culturally homogeneous society, although some national movements recognised regional differences",['although']
" Joseph Cathedral), and Orthodox Judaism (Sofia Synagogue, the third-largest synagogue in Europe)",['third']
"It has also become known as "The Square of Religious Tolerance" and has initiated the construction of a 100-square-metre scale model of the site that is to become a symbol of the capital",['that is', 'also']
"Furthermore, unlike some other Nazi Germany allies or German-occupied countries excluding Denmark, Bulgaria managed to save its entire 48,000-strong Jewish population during World War II from deportation to Nazi concentration camps",['furthermore']
" According to Dr Marinova-Christidi, the main reason for the efforts of Bulgarian people to save their Jewish population during WWII is that within the region, they "co-existed for centuries with other religions" – giving it a unique multicultural and multiethnic history",['that']
"Consequently, within the Balkan region, Bulgaria has become an example for multiculturalism in terms of variety of religions, artistic creativity and ethnicity",['consequently']
" She continued to say that immigrants should integrate and adopt Germany's culture and values",['that']
" In 2015, Merkel again criticized multiculturalism on the grounds that it leads to parallel societies",['that', 'on the grounds that']
